Author,Rating,Title,Date,Body
Deepu yadav,3,3.0 out of 5 starsSpecifications Not Properly,"Size dimensions D×W×H , And  Weight Not match, dileverd Product"
Makesh,2,2.0 out of 5 starsone light not working,"only torch is working, table light is not working"
Aadil Hussain Dar,1,1.0 out of 5 stars1 battery instead of 3 inside the torch,As per description the torch have 3 lithium-ion batteries. But I feel the torch is light weight and upon opening it I got shocked to see only 01 lithium ion battery inside. Was not expecting the same. Hope to check this review before purchase.
sagar gadekar,1,1.0 out of 5 starsDont buy worst product and service,Dont buy this product worst product and worst experience in service. Stop working within week and no replacment so many terms and conditions at the time of service
ATUL SHARMA,4,4.0 out of 5 starsShould have battery usage indicator,Very niceI am using it on bicycle and loving itGreat backNice throughBut does not indicate how much battery strength is remainingYou have charge it as per usage
Lakhan Sharma,5,5.0 out of 5 starsNice product,Very good product.
Sriram,5,5.0 out of 5 starsExcellent torch but price drastically decreased in just one day,Excellent torch no doubt excellent brightness but in one day price decreased by 50 rupees i purchased for 493 yesterday but today the price went down to 451 so how would this happen? I really feel cheated
Sarbajit Sen,3,3.0 out of 5 starsSome fault is retained,Not getting full charge of the battery after 24 hours charging. There is no full charge indication.
Arunso halai,2,2.0 out of 5 starsAgain price,"Rate high Again 😡😡😡 Don't You Amazon Pay Your Currier Boys,"
Ajay Bhopte,3,3.0 out of 5 starsMatch with expectations,It good product
Gobinath,2,2.0 out of 5 starsLow power,Worst light
Krunal dhawan,1,1.0 out of 5 starsProduct defect,Eveready dl 95 searchlite defect product
Mahesh,1,1.0 out of 5 starsDefective item delivered.,"Defective item delivered. Product is little bulky. You can not put in your pocket. But it is lightweight. Ordered replacement, will update light quality and run time later. Switch quality do not seem very good, its ok type."
Gajendra,1,1.0 out of 5 starsLight not working,Not satisfied in 6 month front light is not working
Nirmal kumar,1,1.0 out of 5 starsI need a replacement,Front light not working
Dr Syed Sajjad,5,5.0 out of 5 starsWorth for lighting,Good price with fast delivery and excellent quality
Placeholder,1,1.0 out of 5 starsCheater,"​I am deeply disappointed with both the quality of this Eveready product and the brand’s after-sales service. The unit stopped working completely after just one week of use. Despite reaching out for a replacement, I have received no support. It feels as though substandard or ""rejected"" stock is being sold through online channels. Save your money and avoid this brand; the lack of accountability is unacceptable."
Anoop S.,1,1.0 out of 5 starsVery bad design.,"Very bad design, very annoying to switch on and off, there is only a single button which cycles through all the modes, so in order to switch it off you have to cycle through all the modes."
